Ticket #,Customer Complaint,Date,Time,Received Via,City,State,Zip code,Filing on Behalf of Someone,Status
297208,Comcast internet service,19-05-2015,2:26:54 PM,Internet,Rochester,Illinois,62563,No,Solved
348033,Comcast Billing and Service Issues,18-06-2015,10:03:33 AM,Customer Care Call,Rochester,Pennsylvania,15074,No,Solved
288793,internet and customer service problem with Comcast,13-05-2015,8:12:53 PM,Internet,Rochester Hills,Michigan,48309,No,Solved
364028,Lack of consistent service,25-06-2015,9:48:20 AM,Internet,Rock Falls,Illinois,61071,No,Solved
234479,interne speed,14-04-2015,12:32:35 PM,Internet,Rockford,Illinois,61108,No,Open
279634,Comcast,5/8/2015,7:55:00 AM,Internet,Rockford,Illinois,61114,No,Solved
321250,Comcast ordered services that we never agreed to,6/3/2015,2:31:34 PM,Customer Care Call,Rockford,Illinois,61101,No,Open
324947,Billing Dispute,6/5/2015,11:00:26 AM,Customer Care Call,Rockford,Illinois,61108,No,Solved
339920,Comcast.net,14-06-2015,1:21:52 PM,Customer Care Call,Rockford,Illinois,61108,No,Open
282767,Comcast Taking almost 9 Days to solve My Internet issue,5/10/2015,10:52:34 PM,Customer Care Call,Rockvale,Tennessee,37153,No,Solved
353906,failure to provide imstallation .... Rockville Maryland 20852,20-06-2015,2:39:52 PM,Customer Care Call,Rockville,Maryland,20852,No,Solved
354916,Internet slow,21-06-2015,9:35:01 PM,Internet,Rockville,Maryland,20853,No,Solved
360993,Predatory billing by Comcast,24-06-2015,9:17:05 AM,Customer Care Call,Rockville,Maryland,20852,No,Solved
363593,Comcast Xfinity barely ever works and speed sucks,24-06-2015,10:18:11 PM,Internet,Rohnert Park,California,94928,No,Solved
322276,Email transfer/ problems,6/3/2015,8:15:06 PM,Internet,Rolling Meadows,Illinois,60008,No,Closed
320264,cramming charges on my phone/internet bill,6/3/2015,6:27:09 AM,Internet,Rome,Georgia,30161,No,Solved
361980,Throttled Internet Speeds,24-06-2015,1:44:55 PM,Internet,Roseville,California,95661,No,Pending
365185,Comcast billing problem,25-06-2015,1:56:48 PM,Internet,Roseville,Michigan,48066,No,Solved
222735,Comcast Over Charges with No Notification,4/7/2015,6:47:12 PM,Internet,Roswell,Georgia,30076,No,Closed
351135,Internet Availability,19-06-2015,9:56:37 AM,Internet,Roswell,Georgia,30075,Yes,Closed
371928,Comcast Internet usage caps,29-06-2015,11:55:58 AM,Internet,Roswell,Georgia,30075,No,Solved
280344,Comcast Service and Billing Issues,5/8/2015,1:41:07 PM,Internet,Round Lake Beach,Illinois,60073,No,Closed
359822,Internet Outages,23-06-2015,7:07:14 PM,Internet,Round Lake Beach,Illinois,60073,No,Solved
335619,Comcast Internet - Horrible Customer Service,6/11/2015,6:03:18 PM,Customer Care Call,Roxbury,Massachusetts,2119,No,Solved
244304,Comcast's customer service is awful,20-04-2015,10:55:01 AM,Internet,Royal Oak,Michigan,48067,No,Closed
252363,Manipulative billing issue,23-04-2015,12:53:51 PM,Internet,Royal Oak,Michigan,48067,No,Closed
262918,Comcast Advertised Wifi Internet speed not provided False Advertisment,28-04-2015,8:27:51 PM,Customer Care Call,Royal Oak,Michigan,48067,No,Closed
361212,Comcast's Internet is Slower Than What I Pay For,24-06-2015,10:33:42 AM,Internet,Royal Oak,Michigan,48073,No,Open
294188,Bad Practices,17-05-2015,7:50:43 PM,Customer Care Call,Royal Palm Beach,Florida,33411,No,Solved
306039,Over billing Comcast,25-05-2015,4:43:43 PM,Customer Care Call,Royal Palm Beach,Florida,33411,No,Open
363286,refusal to rectify,24-06-2015,7:32:53 PM,Customer Care Call,Royal Palm Beach,Florida,33411,No,Solved
213537,Comcast,4/2/2015,9:05:56 AM,Internet,Rumford,Rhode Island,2916,Yes,Closed
275479,Cable availability,5/6/2015,10:26:49 AM,Internet,Rural Valley,Pennsylvania,16249,No,Closed
213725,Data usage with Comcast,4/2/2015,10:52:38 AM,Internet,Rydal,Georgia,30171,No,Closed
231133,Billing Dispute,4/12/2015,11:34:46 AM,Internet,Sacramento,California,95838,No,Closed
238470,re complain against comcast email and telephone for home service,16-04-2015,12:32:03 AM,Internet,Sacramento,California,95828,No,Closed
274654,False Service,5/5/2015,5:41:00 PM,Customer Care Call,Sacramento,California,95841,No,Solved
286377,Misinformed Over and Over Again,5/12/2015,5:37:11 PM,Customer Care Call,Sacramento,California,95823,No,Solved
313938,Comcast/Xfinity,29-05-2015,3:52:31 PM,Internet,Sacramento,California,95829,No,Solved
339611,Comcast blocking HBOGO on Playstation 4 Consoles,13-06-2015,10:34:53 PM,Customer Care Call,Sacramento,California,95823,No,Open
354734,Comcast Internet Online Streaming,21-06-2015,4:08:09 PM,Customer Care Call,Sacramento,California,95829,No,Solved
362180,False Information Given Just To Get Me Set Up Service,24-06-2015,2:33:57 PM,Internet,Sacramento,California,95825,No,Solved
360778,Comcast speed throttling internet,24-06-2015,2:41:23 AM,Customer Care Call,Sacramento,California,95828,No,Pending
367371,Possible throttle,26-06-2015,4:40:18 AM,Customer Care Call,Sacramento,California,95826,No,Pending
373782,throttling and disconnections,29-06-2015,10:15:02 PM,Customer Care Call,Sacramento,California,95828,Yes,Pending
287937,Internet offer rescinded,13-05-2015,2:37:25 PM,Internet,Sacremento,California,95841,No,Solved
339548,Internet Throttling,13-06-2015,9:21:20 PM,Internet,Saint Albans,Vermont,5478,No,Open
361124,Comcast,24-06-2015,10:05:59 AM,Internet,Saint Anthony,Minnesota,55418,No,Solved
276683,comcast are crooks,5/6/2015,4:32:18 PM,Internet,Saint Cloud,Florida,34771,No,Closed
357746,Comcast price increase not in line with advertisement,23-06-2015,10:59:51 AM,Customer Care Call,Saint Paul,Minnesota,55108,No,Open
235807,Comcast internet service,14-04-2015,7:36:44 PM,Internet,Salem,Massachusetts,1970,No,Closed
222366,intermittant phone and internet,4/7/2015,4:42:53 PM,Customer Care Call,Salem,New Hampshire,3079,No,Closed
326985,Comcast ETF charge,6/6/2015,4:29:43 PM,Internet,Salem,Oregon,97301,No,Solved
262660,Being charged for a technician fee,28-04-2015,6:49:13 PM,Customer Care Call,Salinas,California,93906,No,Closed
311883,Comcast Internet Service,28-05-2015,3:35:20 PM,Customer Care Call,Saline,Michigan,48176,No,Open
255516,availabilty,24-04-2015,2:34:07 PM,Customer Care Call,Salisbury,Maryland,21804,No,Closed
344563,Internet,16-06-2015,9:18:26 PM,Customer Care Call,Salisbury,Maryland,21801,No,Solved
233296,Unauthorized 2-Year Contract With Comcast,13-04-2015,6:45:12 PM,Internet,Salt Lake City,Utah,84105,No,Closed
226023,Unwanted Email with no opt out options,4/9/2015,11:31:22 AM,Customer Care Call,Salt Lake City,Utah,84108,No,Closed
253290,Waive the Reoccuring charges,23-04-2015,4:21:23 PM,Customer Care Call,Salt Lake City,Utah,84102,No,Closed
261940,Difficulty with internet speeds,28-04-2015,3:17:06 PM,Internet,Salt Lake City,Utah,84110,No,Closed
279007,Comcast move,5/7/2015,5:36:43 PM,Internet,Salt Lake City,Utah,84115,No,Open
359071,Monopolistic Billing,23-06-2015,3:50:04 PM,Customer Care Call,Salt Lake City,Utah,84116,No,Solved
359367,Uncompetitive pricing of Comcast Internet services,23-06-2015,4:55:57 PM,Customer Care Call,Salt Lake City,Utah,84102,No,Solved
360219,Comcast forced me into a contract,23-06-2015,9:35:25 PM,Internet,Salt Lake City,Utah,84106,No,Solved
363567,Comcast,24-06-2015,10:01:10 PM,Customer Care Call,Salt Lake City,Utah,84102,No,Solved
264258,Repeated installation issue with Comcast Internet service,29-04-2015,2:14:17 PM,Internet,Sammamish,Washington,98075,Yes,Closed
242509,Ecobill discount,17-04-2015,9:33:00 PM,Internet,San Francisco,California,94122,No,Closed
245779,Horrible customer service from Comcast,20-04-2015,6:45:21 PM,Internet,San Francisco,California,94121,No,Closed
242571,Comcast Internet,17-04-2015,11:00:15 PM,Internet,San Francisco,California,94111,No,Closed
268669,Comcast,5/1/2015,1:29:58 PM,Internet,San Francisco,California,94114,No,Solved
281353,Comcast/Xfinity: Poor internet connection speed and poor customer service,5/8/2015,8:45:17 PM,Customer Care Call,San Francisco,California,94114,No,Closed
308648,I pay for 25Mbps internet but get less than 3Mbps,27-05-2015,1:55:13 AM,Internet,San Francisco,California,94114,No,Open
328364,Comcast - Billing for service that they cannot provide,6/8/2015,1:25:40 PM,Internet,San Francisco,California,94127,No,Solved
331768,Comcast Illegally Introduces Service Fees Without Notice or Customer Consent,6/9/2015,9:40:24 PM,Internet,San Francisco,California,94118,No,Solved
333882,Comcast changed my package and wants me to pay more,6/10/2015,8:52:41 PM,Customer Care Call,San Francisco,California,94109,No,Solved
352492,Comcast throttling or otherwise under-delivering internet service.,19-06-2015,4:17:28 PM,Customer Care Call,San Francisco,California,94109,No,Open
359857,Comcast refuses to lower my bill to prevoius agreement,23-06-2015,7:16:25 PM,Customer Care Call,San Francisco,California,94122,No,Solved
359987,Billing and deceitful practices by Comcast,23-06-2015,7:58:50 PM,Internet,San Francisco,California,94112,No,Solved
361965,Unfair Billing Practices engaged by Comcast/XFinity,24-06-2015,1:39:33 PM,Customer Care Call,San Francisco,California,94116,No,Solved
362015,"Comcast overcharging, despite regular calls and agreed upon price",24-06-2015,1:52:19 PM,Customer Care Call,San Francisco,California,94123,No,Solved
362908,Unclear Quoted Speeds and Prices,24-06-2015,5:19:35 PM,Internet,San Francisco,California,94107,Yes,Solved
362981,Comcast billing practices,24-06-2015,5:41:38 PM,Customer Care Call,San Francisco,California,94117,Yes,Solved
360757,Internet Issues With Comcast,24-06-2015,2:23:18 AM,Customer Care Call,San Francisco,California,94117,No,Solved
363743,Internet speed,25-06-2015,12:45:43 AM,Customer Care Call,San Francisco,California,94114,No,Open
368787,Awful Internet,26-06-2015,4:24:07 PM,Customer Care Call,San Francisco,California,94110,No,Pending
375439,Being charged incorrect price,30-06-2015,4:31:30 PM,Internet,San Francisco,California,94158,No,Solved
220289,False billing,4/6/2015,5:46:04 PM,Customer Care Call,San Jose,California,95131,Yes,Closed
226118,Postal Mail Ticket - #0057,4/9/2015,11:47:10 AM,Customer Care Call,San Jose,California,95131,Yes,Closed
241909,Comcast Xfinity Charges Consumer for Troubleshooting/Fixing its Own Problems,17-04-2015,3:58:33 PM,Internet,San Jose,California,95120,No,Closed
224872,recent hacking of email account,4/8/2015,5:02:42 PM,Customer Care Call,San Jose,California,95125,No,Closed
231549,Comcast Billing,13-04-2015,3:13:19 AM,Customer Care Call,San Jose,California,95112,No,Closed
255243,Internet service termination,24-04-2015,1:22:00 PM,Customer Care Call,San Jose,California,95148,No,Closed
270077,Unnecessary charge by Comcast for technician visit,5/2/2015,2:21:09 PM,Customer Care Call,San Jose,California,95113,No,Closed
282772,"RACIST CUSTOMER SERVICE FROM MANAGER SONIA AND EMPLOYEE ADRIANA COMCAST LOCATION ""999 Edgewater Blvd, Foster City, CA 94404""",5/10/2015,11:05:18 PM,Internet,San Jose,California,95123,No,Solved
318183,Fraudulent use of credit card and credit card information,6/2/2015,6:29:07 AM,Customer Care Call,San Jose,California,95134,No,Closed
325969,Reporting Comcast's Various Problems,6/5/2015,5:02:43 PM,Customer Care Call,San Jose,California,95134,No,Closed
349454,Comcast Billing Complaint,18-06-2015,3:22:54 PM,Customer Care Call,San Jose,California,95129,Yes,Open
348118,Postal Mail Ticket #2334,18-06-2015,10:15:18 AM,Customer Care Call,San Jose,California,95129,Yes,Open
358465,Double billing,23-06-2015,1:52:47 PM,Customer Care Call,San Jose,California,95136,No,Solved
359252,Refund issues,23-06-2015,4:29:21 PM,Customer Care Call,San Jose,California,95132,No,Solved
360274,Price Increase,23-06-2015,9:58:56 PM,Customer Care Call,San Jose,California,95112,No,Open
359652,Comcast Unfair Product Bundling,23-06-2015,6:08:45 PM,Internet,San Jose,California,95126,No,Solved
359923,Comcast not refunding deposit for cancelled Internet,23-06-2015,7:35:09 PM,Customer Care Call,San Jose,California,95135,No,Solved
360797,Comcast artificially inflating prices of Internet only services,24-06-2015,3:15:47 AM,Customer Care Call,San Jose,California,95126,No,Open
360606,Extremely slow internet and no aid from Comcast,24-06-2015,12:11:41 AM,Customer Care Call,San Jose,California,95120,Yes,Solved
363769,Throttling/drastic reduction of speeds,25-06-2015,2:04:32 AM,Internet,San Jose,California,95121,Yes,Solved
275947,Comcast FRAUD,5/6/2015,1:04:24 PM,Customer Care Call,San Leandro,California,94579,No,Closed
360756,Comcast forces rep visit then goes back on their promise,24-06-2015,2:23:10 AM,Customer Care Call,San Leandro,California,94578,No,Solved
236729,COMCAST DENIES PROVIDING OFFERED SERVICE,15-04-2015,11:38:40 AM,Customer Care Call,San Mateo,California,94404,No,Closed
338467,Cable internet unavailable,6/12/2015,9:18:18 PM,Internet,San Mateo,California,94402,No,Closed
360209,unfair pricing and raising of pricing and charging without permission,23-06-2015,9:31:05 PM,Customer Care Call,San Mateo,California,94403,No,Solved
369601,Concern about Comcast Internet Modem Billing Practices,27-06-2015,2:40:23 AM,Customer Care Call,San Mateo,California,94401,No,Solved
370302,Unfair fees?,27-06-2015,5:33:51 PM,Customer Care Call,San Mateo,California,94403,No,Solved
364260,Slow Internet speed,25-06-2015,11:20:19 AM,Customer Care Call,San Rafael,California,94901,No,Open
370299,Comcast changes bill prices without my consent,27-06-2015,5:33:17 PM,Internet,San Rafael,California,94903,No,Open
258662,false claims of internet speed tier,27-04-2015,11:58:32 AM,Internet,San Ramon,California,94582,No,Closed
329234,"Poor Interent Connection-equipment failure, slow speed",6/8/2015,6:14:04 PM,Internet,San Ramon,California,94583,No,Closed
334953,Comcast False & Misleading sale practice,6/11/2015,2:13:07 PM,Internet,San Ramon,California,94582,No,Solved
345891,misleading sales practice and advertising,17-06-2015,2:17:34 PM,Internet,San Ramon,California,94582,No,Closed
362791,"Comcast sold me a ""package"" knowing it wouldn't work for me, and proceeded to charge me more and attempt to tack on fees for their mistake",24-06-2015,4:49:19 PM,Customer Care Call,San Ramon,California,94582,No,Open
360597,Comcast bill way too high for such slow speeds,24-06-2015,12:09:01 AM,Customer Care Call,Sandy,Utah,84094,No,Open
240275,Comcast blocking HBO GO access on Playstation 4,16-04-2015,6:13:05 PM,Customer Care Call,Sandy Springs,Georgia,30350,No,Closed
298256,"Comcast Xfinity Data Cap in Atlanta, GA",19-05-2015,9:25:48 PM,Customer Care Call,Sandy Springs,Georgia,30342,No,Solved
363682,Comcast Data Caps,24-06-2015,11:34:14 PM,Internet,Sandy Springs,Georgia,30328,No,Pending
367260,Comcast ignores my requests to cancel a service and instead added product to my bill and increased the monthly cost.,25-06-2015,11:12:23 PM,Internet,Sandy Springs,Georgia,31150,No,Open
220760,Being Charged for High Speed Internet and Services are not Rendered,4/6/2015,9:59:05 PM,Internet,Sanger,California,93657,No,Closed
342274,Internet unreliable,15-06-2015,8:12:55 PM,Internet,Sanger,California,93657,No,Open
359280,Price of Internet service,23-06-2015,4:36:53 PM,Customer Care Call,Santa Clara,California,95051,No,Open
359993,closed account,23-06-2015,8:00:05 PM,Internet,Santa Clara,California,95051,No,Solved
360705,Comcast inflated internet pricing,24-06-2015,1:23:10 AM,Internet,Santa Clara,California,95054,No,Open
360684,Expensive Internet Service for average speed,24-06-2015,1:05:25 AM,Internet,Santa Clara,California,95051,No,Open
374393,Comcast pricing practices,30-06-2015,11:54:33 AM,Customer Care Call,Santa Clara,California,95054,No,Open
360315,Pricing and lies,23-06-2015,10:15:10 PM,Customer Care Call,Santa Cruz,California,95060,No,Solved
360375,Charge for service they won't deliver,23-06-2015,10:36:45 PM,Customer Care Call,Santa Cruz,California,95065,No,Open
361828,"Comcast throttles Santa Cruz CA to 30Mbits, claims we get 50Mbits",24-06-2015,1:05:46 PM,Internet,Santa Cruz,California,95062,No,Solved
362758,"Comcast Misrepresenting Speeds in Santa Cruz, CA",24-06-2015,4:43:36 PM,Customer Care Call,Santa Cruz,California,95062,No,Solved
363269,Comcast wrong advertised speeds,24-06-2015,7:26:03 PM,Customer Care Call,Santa Cruz,California,95060,No,Open
366448,Misrepresented Internet Speed,25-06-2015,5:08:03 PM,Customer Care Call,Santa Cruz,California,95060,No,Solved
373541,Being charged for internet speeds that equipment can not deliver,29-06-2015,7:31:48 PM,Customer Care Call,Santa Cruz,California,95060,No,Open
215057,Huge number of lies from Comcast,4/2/2015,5:35:48 PM,Customer Care Call,Santa Fe,New Mexico,87507,No,Closed
329212,Comcast Internet and TV,6/8/2015,6:03:14 PM,Customer Care Call,Santa Fe,New Mexico,87507,No,Solved
343521,Poor internet reception,16-06-2015,2:34:55 PM,Customer Care Call,Santa Fe,New Mexico,87501,No,Open
360587,Overcharging and shitty service,24-06-2015,12:06:22 AM,Internet,Santa Fe,New Mexico,87505,No,Solved
373570,Comcast bait and switch,29-06-2015,7:47:55 PM,Internet,Santa Fe,New Mexico,87505,No,Solved
331416,Comcast Issues,6/9/2015,7:00:18 PM,Internet,Santa Fe,Texas,77510,No,Closed
373855,Throttled connection at peak time,30-06-2015,12:00:57 AM,Customer Care Call,Santa Maria,California,93458,No,Pending
349270,Comcast,18-06-2015,2:54:44 PM,Internet,Santa Rosa,California,95403,No,Solved
359612,Price manipulation,23-06-2015,5:58:13 PM,Customer Care Call,Santa Rosa,California,95407,No,Solved
361718,charges for internet service are bogus,24-06-2015,12:39:35 PM,Customer Care Call,Sarasota,Florida,34237,No,Solved
316973,EXTREMELY slow Comcast Internet Connection...Have tried to have fixed but no one comes,6/1/2015,2:34:34 PM,Internet,Sarasota,Florida,34232,No,Closed
213120,Data Overages,4/1/2015,8:05:57 PM,Internet,Savannah,Georgia,31406,No,Closed
215649,Internet service disconnected accidentally by Comcast personnel. Poor service.,4/3/2015,12:04:28 AM,Internet,Savannah,Georgia,31405,No,Closed
230442,Intenet Advertised rate versus customer service phone quote with Comcast XFINITY,4/11/2015,12:42:17 PM,Internet,Savannah,Georgia,31419,No,Closed
257104,Comcast,25-04-2015,4:01:38 PM,Customer Care Call,Savannah,Georgia,31406,No,Closed
306396,Customer Service & Billing,26-05-2015,8:47:55 AM,Internet,Savannah,Georgia,31410,No,Solved
308746,Service issues,27-05-2015,9:16:59 AM,Internet,Savannah,Georgia,31419,No,Open
336532,Billing & Customer Service Issues,6/12/2015,11:17:31 AM,Internet,Savannah,Georgia,31406,No,Solved
359832,Outrageous billing costs and Data caps,23-06-2015,7:09:44 PM,Internet,Savannah,Georgia,31401,No,Pending
365373,Falsifying Plan Rates and Charges,25-06-2015,2:13:31 PM,Internet,Savannah,Georgia,31401,No,Open
369310,comcast data cap,26-06-2015,8:10:39 PM,Internet,Savannah,Georgia,31419,No,Solved
371792,Bait and switch service,29-06-2015,11:13:48 AM,Customer Care Call,Savannah,Georgia,31401,No,Pending
373607,Unable to change my service,29-06-2015,8:21:12 PM,Customer Care Call,Savannah,Georgia,31410,No,Open
358520,Comcast bill and service disclosure,23-06-2015,2:05:40 PM,Customer Care Call,Scappoose,Oregon,97056,No,Solved
211255,Comcast harassment,4/1/2015,12:18:47 AM,Customer Care Call,Schaumburg,Illinois,60193,No,Closed
284663,Complaint regarding billing practices,5/11/2015,9:39:36 PM,Customer Care Call,Schaumburg,Illinois,60193,No,Solved
328348,Complaint against Comcast for provisioning of Internet Service ar Residential Address,6/8/2015,1:18:19 PM,Customer Care Call,Schaumburg,Illinois,60193,No,Solved
353209,Install Gone Bad,19-06-2015,9:35:48 PM,Internet,Schaumburg,Illinois,60173,No,Solved
360692,Comcast's unfair pricing,24-06-2015,1:11:15 AM,Customer Care Call,Schaumburg,Illinois,60193,No,Solved
263241,needed tech suport,29-04-2015,6:53:14 AM,Customer Care Call,Scituate,Massachusetts,2066,No,Closed
277390,Speed Misrepresentation,5/6/2015,9:59:29 PM,Customer Care Call,Scotts Valley,California,95066,No,Closed
347759,Fraudulent advertising,18-06-2015,1:32:54 AM,Internet,Scotts Valley,California,95066,No,Open
319255,Deceptive sales practices,6/2/2015,4:02:04 PM,Customer Care Call,Scranton,Pennsylvania,18510,No,Closed
325642,Comcast Trespassing,6/5/2015,3:02:15 PM,Internet,Scranton,Pennsylvania,18509,No,Closed
218949,Internet issues and Customer Service issues,4/6/2015,10:32:55 AM,Customer Care Call,Seabrook,Texas,77586,No,Closed
364450,Complaints against Comcat,25-06-2015,12:07:17 PM,Internet,Seaford,Delaware,19973,No,Solved
233754,charge for equipment from comcast i was not made aware when i ordered it,14-04-2015,2:06:21 AM,Internet,Seatac,Washington,98168,No,Closed
320969,XFINITY is charging me more money for my account than what it should be,6/3/2015,1:17:41 PM,Internet,Seatac,Washington,98188,No,Solved
359028,Comcast,23-06-2015,3:40:51 PM,Internet,Seattle,North Carolina,98144,No,Solved
231061,Failure of service from Comcast,4/12/2015,5:51:48 AM,Customer Care Call,Seattle,Washington,98136,No,Closed
231062,Failure of service from Comcast,4/12/2015,5:51:50 AM,Internet,Seattle,Washington,98136,No,Closed
238513,Comcast.,16-04-2015,3:21:48 AM,Internet,Seattle,Washington,98178,No,Closed
229036,Internet speeds less than what we are paying for after canceling cable tv service,4/10/2015,2:29:39 PM,Customer Care Call,Seattle,Washington,98107,No,Closed
305301,ComCast continues to bill me though I canceled months ago,24-05-2015,1:04:12 PM,Internet,Seattle,Washington,98109,No,Solved
321676,Billing & Internet Service Issues with Comcast in Seattle WA,6/3/2015,4:38:14 PM,Internet,Seattle,Washington,98117,No,Closed
326414,Comcast repeatedly failing to install Internet service,6/5/2015,10:06:10 PM,Customer Care Call,Seattle,Washington,98112,No,Solved
344732,Slow Internet Speed,17-06-2015,12:35:46 AM,Internet,Seattle,Washington,98103,No,Solved
359984,Comcast's egregious billing techniques,23-06-2015,7:57:52 PM,Internet,Seattle,Washington,98125,No,Open
360176,Comcast's unfair billing practices,23-06-2015,9:23:05 PM,Internet,Seattle,Washington,98106,No,Solved
360526,Slow Internet,23-06-2015,11:29:52 PM,Customer Care Call,Seattle,Washington,98012,No,Open
366821,"slow routing, dropped packets",25-06-2015,7:01:59 PM,Internet,Seattle,Washington,98109,Yes,Solved
372108,Comcast Re-Escalation of Case # ESL01877347 - ORR,29-06-2015,12:42:54 PM,Internet,Seattle,Washington,98178,No,Open
239267,Comcast No Show's,16-04-2015,1:21:43 PM,Internet,Sebring,Florida,33870,Yes,Closed
268873,Fraudulent Billing,5/1/2015,2:42:34 PM,Customer Care Call,Secaucus,New Jersey,7094,No,Solved
306934,Internet Connectivity,26-05-2015,12:09:32 PM,Internet,Secaucus,New Jersey,7094,No,Solved
260733,Data Usage Meter,28-04-2015,9:35:30 AM,Customer Care Call,Senatobia,Mississippi,38668,No,Closed
316257,Comcast Data Usage Meter,6/1/2015,9:44:42 AM,Customer Care Call,Senatobia,Mississippi,38668,No,Open
376228,Comcast/Xfinity Internet Data Cap,30-06-2015,10:06:30 PM,Internet,Senoia,Georgia,30276,No,Pending
371378,"threat of shutting off service of phone,internet and TV",28-06-2015,11:02:02 PM,Internet,Sharon,Connecticut,6069,No,Pending
256671,Comcast Data usage plan limit,25-04-2015,9:35:16 AM,Customer Care Call,Sharpsburg,Georgia,30277,No,Closed
219826,BAD SERVICE/ PLEASE HELP,4/6/2015,3:21:56 PM,Customer Care Call,Shelby Township,Michigan,48317,No,Closed
362231,Improper modems,24-06-2015,2:45:12 PM,Internet,Shelby Township,Michigan,48317,No,Solved
338800,Comcast blocking HBO GO on Playstation,13-06-2015,10:15:06 AM,Internet,Shelbyville,Indiana,46176,No,Solved
215141,Comcast run around,4/2/2015,6:13:28 PM,Internet,Sheridan,Colorado,80110,No,Closed
218168,Multiple Unauthorized and Unwarranted Credit Checks,4/4/2015,8:10:35 PM,Customer Care Call,Shoreview,Minnesota,55126,No,Closed
235629,Comcast Cable Billing Fraud,14-04-2015,6:02:57 PM,Customer Care Call,Shreveport,Louisiana,71106,No,Closed
246762,Comcast billing past disconnection time,21-04-2015,11:24:34 AM,Internet,Shreveport,Louisiana,71118,Yes,Closed
306916,Comcast will not allow me to cancel my internet service.,26-05-2015,11:58:57 AM,Internet,Shreveport,Louisiana,71106,Yes,Solved
345470,DSL,17-06-2015,12:42:56 PM,Customer Care Call,Shreveport,Louisiana,71105,No,Closed
361703,Contract,24-06-2015,12:36:04 PM,Customer Care Call,Shreveport,Louisiana,71115,No,Solved
267527,Comcast over charging,30-04-2015,7:52:57 PM,Customer Care Call,Silver City,New Mexico,88061,No,Closed
223036,Access issues have returned,4/7/2015,9:57:32 PM,Customer Care Call,Silver Spring,Maryland,20910,No,Closed
257349,Comcast Internet Service,25-04-2015,8:09:47 PM,Internet,Silver Spring,Maryland,20903,No,Open
293593,email sdervice,16-05-2015,6:05:47 PM,Customer Care Call,Sinking Spring,Pennsylvania,10608,No,Open
373797,Complaint against Comcast,29-06-2015,10:37:26 PM,Internet,Skokie,Illinois,60203,No,Closed
216841,Internet Speed,4/3/2015,4:04:30 PM,Internet,Slc,Utah,84124,No,Closed
370691,Comcast Internet Complaint,28-06-2015,1:23:56 AM,Customer Care Call,Slc,Utah,84105,No,Open
374352,Comcast service agreement,30-06-2015,11:43:16 AM,Customer Care Call,Slc,Utah,84109,No,Solved
343068,Comcast Service,16-06-2015,12:02:39 PM,Internet,Smyrna,Delaware,19977,No,Solved
373980,Comcast 300GB CAP,30-06-2015,8:15:55 AM,Customer Care Call,Smyrna,Georgia,30080,No,Pending
223158,Internet Essentials,4/8/2015,12:26:24 AM,Internet,Smyrna,Tennessee,37167,No,Closed
360825,Cap complaints,24-06-2015,4:14:57 AM,Customer Care Call,Smyrna,Tennessee,37167,Yes,Open
370900,Comcast Data Caps,28-06-2015,1:11:51 PM,Internet,Smyrna,Tennessee,37167,No,Solved
315515,continue to be scared by comcast,30-05-2015,11:58:23 PM,Internet,Snellville,Georgia,30078,No,Pending
364194,Price Plans,25-06-2015,11:00:28 AM,Customer Care Call,Snellville,Georgia,30078,No,Solved
371259,Complaint against Comcast Corporation,28-06-2015,8:06:28 PM,Internet,Snellville,Georgia,30039,No,Open
358524,Pricing discrimination/ monopolistic behavior in an oligopolistic market,23-06-2015,2:07:44 PM,Customer Care Call,Snoqualmie,Washington,98065,No,Solved
342060,Internet much slower than advertised,15-06-2015,6:16:49 PM,Internet,Somers,New York,10589,No,Solved
359191,Cheating in Bundle Service Pricing,23-06-2015,4:16:44 PM,Internet,Somerset,New Jersey,8873,No,Open
367242,Deceptive Business Practices by Comcast,25-06-2015,10:41:05 PM,Internet,Somerset,New Jersey,8873,No,Open
336340,comcast,6/12/2015,9:47:20 AM,Internet,Somerset,Pennsylvania,15501,No,Closed
338856,Comcast Monopoly and Abuse,13-06-2015,11:06:05 AM,Internet,Somerville,Massachusetts,2143,No,Solved
362997,Comcast Billing,24-06-2015,5:46:53 PM,Internet,Somerville,Massachusetts,2143,No,Closed
271145,Billing,5/4/2015,10:50:12 AM,Customer Care Call,Somonauk,Illinois,60552,No,Closed
266198,Comcast billing and account issues,30-04-2015,12:13:25 PM,Internet,South Bend,Indiana,46615,Yes,Closed
340067,Comcast Rate,14-06-2015,5:14:15 PM,Internet,South Bend,Indiana,46601,No,Solved
360268,Comcast Service and Customer Service,23-06-2015,9:55:56 PM,Customer Care Call,South Bend,Indiana,46637,No,Solved
364137,Comcast data cap,25-06-2015,10:34:04 AM,Internet,South Berwick,Maine,3908,No,Solved
277566,Comcast Internet Service,5/7/2015,7:32:13 AM,Customer Care Call,South Hadley,Massachusetts,1075,No,Solved
325430,FCC.gov website for complaints,6/5/2015,2:00:48 PM,Customer Care Call,South Hadley,Massachusetts,1075,No,Closed
308301,Comcast Billing Complaint,26-05-2015,7:59:11 PM,Customer Care Call,South Haven,Michigan,49090,No,Open
254669,Denial of service,24-04-2015,9:49:00 AM,Internet,South Lyon,Michigan,48178,No,Closed
258986,"Internet Help @ , South Lyon, MI 48178",27-04-2015,1:28:24 PM,Customer Care Call,South Lyon,Michigan,48178,No,Closed
